6, 11, 7
6, 3, 26
6, 12, 29
------------
8, 12, 20
8, 11, 7
8, 13, 20
------------
1, 13, 21
1, 12, 21
1, 14, 22
------------
2, 14, 22
2, 13, 23
2, 15, 24
------------
4, 15, 23
4, 14, 25
4, 16, 26
------------
5, 16, 24
5, 15, 29
5, 18, 7
------------
9, 18, 25
9, 16, 20
9, 19, 21
------------
10, 19, 26
10, 18, 22
10, 3, 23
------------
17, 3, 27
17, 19, 24
17, 11, 25
